Name	Type	DatabaseType	GUID
ConditionBackFromTheDead4	ConditionDefinition	ConditionDefinition	b36611383de562b439f146fe03f6fa70
ConditionBaned	ConditionDefinition	ConditionDefinition	5c3098b02cf041744b22475397b7d514
ConditionBarkskin	ConditionDefinition	ConditionDefinition	bc47ad39bf39bd74eb6f0945720f7c9c
ConditionBeaconOfHope	ConditionDefinition	ConditionDefinition	90075e365aad0d346972be54ccdf194b
ConditionBearsEndurance	ConditionDefinition	ConditionDefinition	263919c5264a83343bef824563214c1e
ConditionBleeding	ConditionDefinition	ConditionDefinition	41cc47e6108652246905e39381332cc5
ConditionBlessed	ConditionDefinition	ConditionDefinition	a457d0834bc354d4680f2c01fb650bf7
ConditionBlessedHyeronimus	ConditionDefinition	ConditionDefinition	074a3e941213fad48983b13d64d1522b
ConditionBlessingSorrtarr	ConditionDefinition	ConditionDefinition	ff4579f16445b2040bae1e456cceb9c8
ConditionBlinded	ConditionDefinition	ConditionDefinition	0a89e8d8ad8f21649b744191035357b3
ConditionBlindedFieryPresence	ConditionDefinition	ConditionDefinition	e2a4c660989e9184182b129d9601fa1e
ConditionBlurred	ConditionDefinition	ConditionDefinition	b324ff10d315032429be409fd6c1c87f
ConditionBranded	ConditionDefinition	ConditionDefinition	bdc70071f0e49714486b6fddb9e679ee
ConditionBrandingSmite	ConditionDefinition	ConditionDefinition	e347cd8c16be6dd48a86e8256a6f3453
ConditionBullsStrength	ConditionDefinition	ConditionDefinition	a8773968c9a55c54ab5fac6f4a7861f7
ConditionCatsGrace	ConditionDefinition	ConditionDefinition	cb318a3ba2fce2c4aa7f073143407a35
ConditionCharmed	ConditionDefinition	ConditionDefinition	b625b88863e83524ba652432379348a9
ConditionCharmedByAnimalFrienship	ConditionDefinition	ConditionDefinition	96523f7889e2b5747984e13974fc68bc
ConditionCharmedByHypnoticPattern	ConditionDefinition	ConditionDefinition	5396f18314418ed449b0cd42f887aae1
ConditionChilledByTouch	ConditionDefinition	ConditionDefinition	b745b81dfe898144681b02bd36262b75
ConditionComprehendLanguages	ConditionDefinition	ConditionDefinition	2f3694b8e5ef5a04abcbc0957ddae3eb
ConditionControllingLevitation	ConditionDefinition	ConditionDefinition	ed506c6891c014647aabffe31f8f3d7a
ConditionCriticalCharacter	ConditionDefinition	ConditionDefinition	eed1ab32e3f2fa84eae62bcd4c4b06f9
ConditionCriticalCharacterHyeronimus	ConditionDefinition	ConditionDefinition	9c3fde55cf6bad246aab5210a1649b18
ConditionCursed	ConditionDefinition	ConditionDefinition	ab888be75dd70924f8160897bd11cb91
ConditionCursedByBestowCurseActionTurn	ConditionDefinition	ConditionDefinition	28c928a5b72858d48b981ccddc0d8100
ConditionCursedByBestowCurseAttackRoll	ConditionDefinition	ConditionDefinition	96f43f043eab03b46bb8a1113eb4458e
ConditionCursedByBestowCurseCharisma	ConditionDefinition	ConditionDefinition	aec54532e0fd5a1428d279b5607cd795
ConditionCursedByBestowCurseConstitution	ConditionDefinition	ConditionDefinition	33aa678129f085e4f9e44fbe13a8bb10
ConditionCursedByBestowCurseDamage	ConditionDefinition	ConditionDefinition	1066b9089fe64624d9dd40022fc84985
ConditionCursedByBestowCurseDexterity	ConditionDefinition	ConditionDefinition	f4fcc2ba55c5efe48b3cc93e9a751c8a
ConditionCursedByBestowCurseIntelligence	ConditionDefinition	ConditionDefinition	5ca4b6ff1bfd2de44ab11b5a6b7ab8b7
ConditionCursedByBestowCurseStrength	ConditionDefinition	ConditionDefinition	5de6ed480e53ebe4f99ccdeaf0be9442
ConditionCursedByBestowCurseWisdom	ConditionDefinition	ConditionDefinition	5cd1e1d96beba1846b4ebae4b3533c9d
ConditionCursedByMummyRot	ConditionDefinition	ConditionDefinition	099cade357663c7409b89cc31dd5f36d
ConditionCursingWithBestow	ConditionDefinition	ConditionDefinition	374ed7c26d1e1bc47b635ccf9b44c7d1
ConditionDarkness	ConditionDefinition	ConditionDefinition	5dccdb5c5c2d7a044b78e41440d2724b
ConditionDarkvision	ConditionDefinition	ConditionDefinition	acec7f6b3e28afe459b07617af3aa1b6
ConditionDashing	ConditionDefinition	ConditionDefinition	44488d4335d72fa4fb07c07254db4c9f
ConditionDashingBonus	ConditionDefinition	ConditionDefinition	3ac8bbfd8ce7eed4e891bcaa4a460805
ConditionDazzled	ConditionDefinition	ConditionDefinition	6e97e1a13de7570488ea71e2ae203d09
ConditionDead	ConditionDefinition	ConditionDefinition	9ec3d42bf0e13a8469b604a8dca4c477
ConditionDeafened	ConditionDefinition	ConditionDefinition	b517af0267ca3c649b542527e9a00f6c
ConditionDebugInvicible	ConditionDefinition	ConditionDefinition	46464adc88ac8384d82bd9e734938ea7
ConditionDetectMagicSight	ConditionDefinition	ConditionDefinition	74773549c539393449a2da4f3b3c2fc8
ConditionDiscipleImmuneCold	ConditionDefinition	ConditionDefinition	730c6be11729c9e41acc30867d47f6ac
ConditionDiscipleImmuneFire	ConditionDefinition	ConditionDefinition	2c55d22f8cf37014383cf9b025202b3d
ConditionDiscipleImmuneLightning	ConditionDefinition	ConditionDefinition	aa4ab312c9259424d98435978a1b08da
ConditionDiseased	ConditionDefinition	ConditionDefinition	8aa3c57f0e1674d43a912da83b7d6adb
ConditionDisengaging	ConditionDefinition	ConditionDefinition	9d3de19ca17c6554ea5485fbc3eabd25
ConditionDivineFavor	ConditionDefinition	ConditionDefinition	c0fb515d23746ab4087250a0dbeee0cb
ConditionDivinelyRevealed	ConditionDefinition	ConditionDefinition	235c32f952d6c8f4aba2bf9fbb34a844
ConditionDodging	ConditionDefinition	ConditionDefinition	f3fc376a7fa72954dadc467627325195
ConditionDoomLaughter	ConditionDefinition	ConditionDefinition	90fa8532d02fd2b4b976fa10a830c624
ConditionDying	ConditionDefinition	ConditionDefinition	81b9b336561369544b3c0151033efa34
ConditionEaglesSplendor	ConditionDefinition	ConditionDefinition	45fcc86af2f7d8b4d89a5bb0107b8638
ConditionEncumbered	ConditionDefinition	ConditionDefinition	35c93d305328ab043a9d518afd9acf99
ConditionEnfeebled	ConditionDefinition	ConditionDefinition	091842bb537d87b42a2e76c7bcef6ee0
ConditionEntangled	ConditionDefinition	ConditionDefinition	74f347c1b4ae41345b5811339617d055
ConditionExhausted	ConditionDefinition	ConditionDefinition	e905c2d8ac2ff4348b94f8fd9defe136
ConditionExpeditiousRetreat	ConditionDefinition	ConditionDefinition	38c4a8bf234d93a49b661be9d137ec9f
ConditionExpeditiousRetreatFirstRound	ConditionDefinition	ConditionDefinition	c446d8b4b232bee47b86eff87d80a17d
ConditionFeatherFalling	ConditionDefinition	ConditionDefinition	a13b601a64e39344f87635ef12c9085f
ConditionFightAdvantageHyeronimus	ConditionDefinition	ConditionDefinition	91bcacb4daa596444a6f9971c66760e5
ConditionFlying60	ConditionDefinition	ConditionDefinition	ec82fae48f9a55a41a49fd96d93b49b5
ConditionForceOfLaw	ConditionDefinition	ConditionDefinition	6560ab732bd17514cb14139e286b9f10
ConditionForeknowledge	ConditionDefinition	ConditionDefinition	39042c36c45d2254e9904d00c8c73bca
ConditionFoxsCunning	ConditionDefinition	ConditionDefinition	83827e353698b4e4ebb2f2e067dd7467
ConditionFrightened	ConditionDefinition	ConditionDefinition	5cbaee42aac310e42a407fc59bf65515
ConditionFrightenedFear	ConditionDefinition	ConditionDefinition	d4b01db5ba28522458248ba9859cbe84
ConditionGateKeeper	ConditionDefinition	ConditionDefinition	37abb8cabc200fe47a6369cce1e0421f
ConditionGiantStrengthCloud	ConditionDefinition	ConditionDefinition	ff0b66dac0c1fee469507b531bcb64b5
ConditionGiantStrengthFire	ConditionDefinition	ConditionDefinition	a8a3555a29d1cf648ace21bf256382b7
ConditionGiantStrengthFrost	ConditionDefinition	ConditionDefinition	ae5ac73bbf4ca7c44880755011377122
ConditionGiantStrengthHill	ConditionDefinition	ConditionDefinition	95b48ab3f062f6d41bfbe4d2ac06b0b1
ConditionGrappled	ConditionDefinition	ConditionDefinition	b9e3fa435129c33459a4847c9c551265
ConditionGuided	ConditionDefinition	ConditionDefinition	a34bdbae57211644895ad1998e52c9de
ConditionHasted	ConditionDefinition	ConditionDefinition	71b371f2148274c4a8f2161188aaea6f
ConditionHastedHyeronimus	ConditionDefinition	ConditionDefinition	c178d440840cf2249830111e4452bf93
ConditionHealthy	ConditionDefinition	ConditionDefinition	046c04611840d1c4db6376f1b7c7dcf6
ConditionHeavilyEncumbered	ConditionDefinition	ConditionDefinition	59695603488b5774d9abec5842c33485
ConditionHeavilyObscured	ConditionDefinition	ConditionDefinition	bbda507287384254486b0b0577d9899f
ConditionHeraldOfBattle	ConditionDefinition	ConditionDefinition	3e1170e2acf47df41b64e6037c1892f7
ConditionHeroism	ConditionDefinition	ConditionDefinition	01843b7781adb2b4fb5a9ae34112c29c
ConditionHighlighted	ConditionDefinition	ConditionDefinition	e656433f63f7c1e499a77c59ebc7ac84
ConditionHindered	ConditionDefinition	ConditionDefinition	a7ec75561313d2a41aab8635a306ed41
ConditionHuntersMark	ConditionDefinition	ConditionDefinition	8976ad3b5ae10da418cf1d329be5b141
ConditionIncapacitated	ConditionDefinition	ConditionDefinition	24d96cfe3b77b9a4b951bfb0e02fc018
ConditionIncapacitatedByHideousLaughter	ConditionDefinition	ConditionDefinition	cb230ea2d4d1a274f8f3f3e9e3c0a25a
ConditionInStinkingCloud	ConditionDefinition	ConditionDefinition	0d4652577abc5bf49bca3291b7cc91d1
ConditionInvisible	ConditionDefinition	ConditionDefinition	6fff2284783105e4fa9793d4bf8afa3f
ConditionJump	ConditionDefinition	ConditionDefinition	f9385896b5f74c6458c4b1fefceddb04
ConditionLethargic	ConditionDefinition	ConditionDefinition	37044f32f596e1441a4f4954b84b32b3
ConditionLevitate	ConditionDefinition	ConditionDefinition	49251c4ab697d8a42b8fe788f848ca33
ConditionLifeDrained	ConditionDefinition	ConditionDefinition	ce10be38f182d7046bca13becd0e6bf6
ConditionLifeStolen	ConditionDefinition	ConditionDefinition	6dbb1d934b79a5a4a84b8b4acb4b1fae
ConditionLightHypersensitive	ConditionDefinition	ConditionDefinition	3bd94127fc524e740a38596a57d7cdc1
ConditionLightSensitive	ConditionDefinition	ConditionDefinition	ca49770be06152b44aca3d6df2678a81
ConditionLightSensitiveSorakSaboteur	ConditionDefinition	ConditionDefinition	533ff2b82c312534a80fc9b5e48f9649
ConditionLongstrider	ConditionDefinition	ConditionDefinition	d278d9e2c54a9074cb81e1e7d677a467
ConditionMagicallyArmored	ConditionDefinition	ConditionDefinition	96663ed9ef2b4d54c8f1ca1630527037
ConditionMagicallyAsleep	ConditionDefinition	ConditionDefinition	8f52c517dfc30ff4e932b338ae38036a
ConditionMagicalWeapon	ConditionDefinition	ConditionDefinition	53d7ed92fec7b0d4dbffc8e3508ee4c0
ConditionMarkedByBrandingSmite	ConditionDefinition	ConditionDefinition	62575b5191d6a224498f177d933703ef
ConditionMarkedByHunter	ConditionDefinition	ConditionDefinition	dbc2137c1fae2334da286399dea38fd0
ConditionMindControlled	ConditionDefinition	ConditionDefinition	72691050707821744968bd0595150b86
ConditionOathOfTirmarGoldenSpeech	ConditionDefinition	ConditionDefinition	3f8bebafc28e26a439684868dd9d88d6
ConditionOathOfTirmarSmiteTheHidden	ConditionDefinition	ConditionDefinition	55512d1ddf76e4d468ecab59ba3fd0e9
ConditionOnFire	ConditionDefinition	ConditionDefinition	16ca5e0ef0891e445a26be9ae27a72de
ConditionOwlsWisdom	ConditionDefinition	ConditionDefinition	1cfcdb0fc269c1147a35c3e865600b96
ConditionParalyzed	ConditionDefinition	ConditionDefinition	a775cb208dcfe8244bc724c2af40b4fa
ConditionPassWithoutTrace	ConditionDefinition	ConditionDefinition	a388ed2698ecbe640ac9f29ede4a007b
ConditionPetrified	ConditionDefinition	ConditionDefinition	e45613adea09c0e4cb33633ffe469282
ConditionPoisoned	ConditionDefinition	ConditionDefinition	185ea6cfd1e758448bf574c4055af482
ConditionPoisoned_BasicPoison	ConditionDefinition	ConditionDefinition	d1d7b35d372e45341b0297761279f84a
ConditionPossessed	ConditionDefinition	ConditionDefinition	85a404f9b3a07364d995f8f5cf3ffeac
ConditionProne	ConditionDefinition	ConditionDefinition	c792a1e7b09cf9d4897b31e663a9ebfb
ConditionProtectedFromEnergyAcid	ConditionDefinition	ConditionDefinition	2d930290dcbb4484d993bab3a332dc88
ConditionProtectedFromEnergyCold	ConditionDefinition	ConditionDefinition	bc955c36831423a49a971f2f4ac51df6
ConditionProtectedFromEnergyFire	ConditionDefinition	ConditionDefinition	b1b92d8acdd48bb4db329286724adfc4
ConditionProtectedFromEnergyLightning	ConditionDefinition	ConditionDefinition	3394b571101798747b0655b61c32eb27
ConditionProtectedFromEnergyThunder	ConditionDefinition	ConditionDefinition	a58424956a289444db851096e9e9a4e8
ConditionProtectedFromEvil	ConditionDefinition	ConditionDefinition	30d7c95a591669f4fb4cdc304002ad01
ConditionProtectedFromPoison	ConditionDefinition	ConditionDefinition	36724daf8fb1659489abd231442d8e50
ConditionProtectedInsideMagicCircle	ConditionDefinition	ConditionDefinition	89ed635a4a31c964cabc1d12e44f44dc
ConditionReckless	ConditionDefinition	ConditionDefinition	ca768f4c0efaeff4f81f3e506e922304
ConditionResisting	ConditionDefinition	ConditionDefinition	48c5209eeba85e540b854da022a316ac
ConditionRestrained	ConditionDefinition	ConditionDefinition	ec9fa707d4174c54bbdecde60a860c2c
ConditionRestrictedInsideMagicCircle	ConditionDefinition	ConditionDefinition	546bec42e4115764f923d8646c3c64fd
ConditionRevealedByDetectGoodOrEvil	ConditionDefinition	ConditionDefinition	a773fe1d82ec847469bc215b435210e2
ConditionRevealedByDetectPoisonAndDisease	ConditionDefinition	ConditionDefinition	7debbb3f487aab84b8d7409ad7858de4
ConditionSeeInvisibility	ConditionDefinition	ConditionDefinition	cdeedcd50f0f1714d99fbb92cc7be2ac
ConditionSeverelyWounded	ConditionDefinition	ConditionDefinition	20c5d53cabff81341994b4ea4af854af
ConditionShadowMurder	ConditionDefinition	ConditionDefinition	149879cd96c11844182adf42b2add0d9
ConditionShielded	ConditionDefinition	ConditionDefinition	1ff7c2c05dd59b14abcc111867470c62
ConditionShieldedByFaith	ConditionDefinition	ConditionDefinition	b34e00964f0d48248a2c225bdfe17e94
ConditionShocked	ConditionDefinition	ConditionDefinition	f61fc1425ede7a945b9291c9fc81164e
ConditionSleetStorm	ConditionDefinition	ConditionDefinition	5c7db68b5ff840a43ba0fe83b14648f0
ConditionSlowed	ConditionDefinition	ConditionDefinition	dfe3b89227acda343bcad5defd6afe0c
ConditionSpiderClimb	ConditionDefinition	ConditionDefinition	5a917a82060957048bc59b6623c6dd68
ConditionSpiritGuardians	ConditionDefinition	ConditionDefinition	7694fe6825ce7e14f98e3020d7b9c6df
ConditionSpiritGuardiansSelf	ConditionDefinition	ConditionDefinition	5e156379ed4ea7843b4cedbaa0cf6dab
ConditionStabilized	ConditionDefinition	ConditionDefinition	98ff3560877b91940b8908b9f86b6a14
ConditionStealthy	ConditionDefinition	ConditionDefinition	6d0b454edd63d704db950b386a9d1f96
ConditionStunned	ConditionDefinition	ConditionDefinition	126115c02838c1a4ca7d25682af5ddb0
ConditionSurged	ConditionDefinition	ConditionDefinition	33179406a89123b49a6a27c5d9302afd
ConditionSurprised	ConditionDefinition	ConditionDefinition	9aed67f904d928344b24ecd27674c22f
ConditionTargetedByGuidingBolt	ConditionDefinition	ConditionDefinition	9623b2aaf122fb34994edc08308b1c45
ConditionTemporaryHitPoints	ConditionDefinition	ConditionDefinition	2c42d80c9846ce04c94234c2e42faea9
ConditionTongues	ConditionDefinition	ConditionDefinition	9d52b22a22ff98c478b26dec71f4e288
ConditionTraditionShockArcanistArcaneFury	ConditionDefinition	ConditionDefinition	403fdec1b29b4ec4a9a4cba837c1d387
ConditionTranceOfSorrtarr	ConditionDefinition	ConditionDefinition	63dd2355deeb8cb40bb40ad0beefb9f8
ConditionTrueStrike	ConditionDefinition	ConditionDefinition	56ca167fe03b17d4aa21d379351e2ae7
ConditionTurned	ConditionDefinition	ConditionDefinition	3e211ed923cf3f74993122e6a8b25808
ConditionTutorialAlphaWolf	ConditionDefinition	ConditionDefinition	c28598d659ff09f44bdc2737857438d2
ConditionTutorialAlphaWolfFightAdvantage	ConditionDefinition	ConditionDefinition	d330e536310ee8b449b47eb94a1fbadd
ConditionTutorialFightAdvantage	ConditionDefinition	ConditionDefinition	debc48afe6549724a9a761625d71c4b5
ConditionTutorialFightAdvantageLiam	ConditionDefinition	ConditionDefinition	d37e1e2f783865d4eb9814b45f136652
ConditionTutorialFightWolf	ConditionDefinition	ConditionDefinition	077740730527fa142a31590126f90dbf
ConditionUnconscious	ConditionDefinition	ConditionDefinition	2d543b2740ecddd4a977d8a706a8a2c9
ConditionVampiricTouchIntelligence	ConditionDefinition	ConditionDefinition	3cbe6e5e64732aa498755d590b55e63f
ConditionWardedBySanctuary	ConditionDefinition	ConditionDefinition	c6925e9f33bee394f95784b984d436a6
ConditionWaterBreathing	ConditionDefinition	ConditionDefinition	80ccb8a652c16534fa42e0f6ad6fd78f
ConditionWaterWalk	ConditionDefinition	ConditionDefinition	26dc0b61f3c6b43479a56e2a26aef61b
ConditionWounded	ConditionDefinition	ConditionDefinition	225bbd42032759a4bad9eba1672cda9b
AbilityCheckAffinityBeltOfDwarvenkind	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	54af4a8560ae55444a52f5aea3370b48
AbilityCheckAffinityBestowCurseCharisma	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	cd55413339a0f5242aeafe8eaed6193c
AbilityCheckAffinityBestowCurseConstitution	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	87726097d51b817438508af1ba5409db
AbilityCheckAffinityBestowCurseDexterity	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	85deb4744d495974fb63ba41ead1e0ce
AbilityCheckAffinityBestowCurseIntelligence	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	3d2c5abe44a04ff4592dfff888c370c6
AbilityCheckAffinityBestowCurseStrength	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	4a74b8abe029650478b05d6fb01b57fe
AbilityCheckAffinityBestowCurseWisdom	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	b0dd512b0fbb4324ca9555f75ce6d0bf
AbilityCheckAffinityConditionBackFromTheDead1	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	8b74e0d8dc0e5f040ac9c65804575a63
AbilityCheckAffinityConditionBackFromTheDead2	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	be97380a5d785e540a3f8745bd449dfc
AbilityCheckAffinityConditionBackFromTheDead3	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	c71fe8d83dbd2db48bd6e4e26a185a22
AbilityCheckAffinityConditionBackFromTheDead4	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	5cc4c221d21a5654b93ff7a3f718e108
AbilityCheckAffinityConditionBearsEndurance	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	332e770b56e36854e8522cc182367764
AbilityCheckAffinityConditionBullsStrength	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	13255fed7a1ac724f8e71c4fb83fb09a
AbilityCheckAffinityConditionCatsGrace	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	ca8c0d43027b0e64fbbd7258a069b91e
AbilityCheckAffinityConditionEaglesSplendor	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	7df2e154f78a6174586f910fbc97eca8
AbilityCheckAffinityConditionFoxsCunning	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	5ebc3d44ca243dd48b6e5782ebb60c66
AbilityCheckAffinityConditionOwlsWisdom	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	591e7675adc79604eb2a081a98810a3f
AbilityCheckAffinityCrownOfTheMagister	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	beade303bf44e5d448cdbbcbc198f127
AbilityCheckAffinityDomainInsightDivineEye	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	d531d1d18dc4fac498d6309e750f074a
AbilityCheckAffinityDomainInsightDivineIntuition	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	6ebff43b60279014eb3ae400e62b62d9
AbilityCheckAffinityDomainInsightInspiredDiplomat	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	385eb51eeb29f87439ae997e60b8925d
AbilityCheckAffinityDomainLawCommandingPresenceIntimidationAdvantage	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	3cf1970ddc20f054bb0a50b522cfc24c
AbilityCheckAffinityDomainLawUnyieldingEnforcerShove	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	98057eed22001f448b150bd0aaed29a9
AbilityCheckAffinityDwarfSnowCamouflage	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	4155a5a3ace202b4da7c4e71b71c0857
AbilityCheckAffinityFeatLockbreaker	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	0123c6fd322235e41a1d7c09a1d88ad4
AbilityCheckAffinityFeatLocksmith	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	d2f4c88778b2b2e4f86113efe97649fc
AbilityCheckAffinityFrightened	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	2a2719b10ea87f34f9f29e03cbdba5c7
AbilityCheckAffinityGuided	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	e626cb6c9d2353c4ca12f293bf024738
AbilityCheckAffinityHuntersMark	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	f86e27a9afd823b45a64daa7f1f6b37b
AbilityCheckAffinityIslandHalflingAcrobatics	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	02e9c67e37288f040b19282529850014
AbilityCheckAffinityKeenHearing	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	4e042e049873e27469a28b7c8e9e1d72
